n_fila,video_id,url_video,titulo_video,medio,canal,fecha_video,vistas_video,likes_video,comentarios_reportados_video,categoria_video,puntaje_politico,razones_politicas,motivo_rechazo_politico,desastre_detectado,personajes_detectados,partidos_detectados,instituciones_detectadas,temas_detectados,comentario_id,autor_anonimo,texto_comentario,likes_comentario,fecha_comentario,total_respuestas,fuente,metodo_extraccion,fecha_extraccion
233,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgyhOs5m4VV0b3pgXlZ4AaABAg,usuario_anon_bc2c137e40,180000 razones,0,2026-06-27T14:31:58Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
234,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgwgLkCtmK6577gJBdp4AaABAg,usuario_anon_2065598ece,Karma ♻️ para Gorriti,0,2026-06-27T10:27:29Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
235,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgyiF86uSWIOq3KxOdh4AaABAg,usuario_anon_c75c2030a7,Que prevenir ni nada a la m..... las vacunas,0,2026-06-26T20:44:28Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
236,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,Ugy4dB4_BlgzA1XjW0d4AaABAg,usuario_anon_ab9575dfcb,CLAUDIA CISNEROS AHORA DICE NO QUE NO DIJO ASUSANDO QUE LAS CALLES SE VAN A INCENDIAR,0,2026-06-27T20:51:18Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
237,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgzdXytY8snvPQW-6Ah4AaABAg,usuario_anon_db02652090,"que Estados Unidos haya atacado a Venezuela para hacerse de los recursos, como afirma éste periodista, me parece una apreciación muy sesgada ocasionada por la taradéz de como percibe el mundo el susodicho. Se sabe que existe pagos de mercado",0,2026-06-26T23:50:45Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
238,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgyTZiZ2Jm8hSUsCHgx4AaABAg,usuario_anon_1c55afc391,Hey patricia despierta en que burbuja vives innvestiga no seas carnerito.,0,2026-06-26T21:07:29Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
239,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgwEsRTgBAJ4C5bw4t94AaABAg,usuario_anon_aa6df1b8e1,"Mira más PROGRAMAS de #LaVerdadAFondo con Pedro Salinas, aquí https://www.youtube.com/playlist?list=PL2Th6SP9ZqWE9ytXO7Hv9tL4oWL3eHnyt",0,2026-06-26T18:43:20Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
240,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgwJhtYhKzYGrp47Xfh4AaABAg,usuario_anon_a6eaf0aceb,Ahora Estados Unidos que lo ayude con todo por el dinero que le tienen del petroleo,1,2026-06-26T22:08:49Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
241,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgxWSIAETNXU0EGXnnN4AaABAg,usuario_anon_f8245f693d,"Critoca constructiba, eres muy lento para hablar",1,2026-06-26T19:14:21Z,2,YouTube,YouTube Data API v3,2026-06-27 20:12:42
242,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,Ugyya9HLnVsi4kHstWF4AaABAg,usuario_anon_9a64090da4,Por llamar al Fiscal y tener oficina en la fiscalía creo no ?,1,2026-06-26T21:15:39Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
243,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,Ugwa5uSWnbMszityPh14AaABAg,usuario_anon_9a64090da4,"Viva la Derecha Unida 👍🇵🇪. La izquierda democrática , bienvenida a conversar . 👍🇵🇪",0,2026-06-26T21:12:18Z,1,YouTube,YouTube Data API v3,2026-06-27 20:12:42
244,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgxIUkT4cVMUqaWoIoZ4AaABAg,usuario_anon_aebea291fd,No esten cjzañeando sin prueba porqué los pueden colgar ests vez no jodan,2,2026-06-26T20:14:22Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
245,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgynHTDoKjK16mG-GrZ4AaABAg,usuario_anon_f784220397,Gorriti solo defendió y apoyo a gobiernos corruptos humala Toledo Susana villarán ppk etcétera,2,2026-06-26T20:10:06Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
246,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,Ugx7_2GJpEB2myeMn6J4AaABAg,usuario_anon_ebf913cf01,Te de tías. Puro chicheño. Que Gorriti responda como cualquier otro. No tiene corona,0,2026-06-26T22:25:38Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:42
247,_-NKnc-BnQs,https://www.youtube.com/watch?v=_-NKnc-BnQs,"GUSTAVO GORRITI SE VA CONTRA EL CONGRESO: ""ESTOY SIENDO ATACADO"" | LA VERDAD A FONDO",La República,La República - LR+,2026-06-26T18:36:45Z,15614,1142,95,25,37,"tags con personaje político: Boluarte, Dina Boluarte | tags con institución política: Congreso | título con institución política: Congreso | descripción con institución política: Congreso | tags con tema político: corrupcion, corrupción, crisis politica, crisis política, democracia | descripción con tema político: democracia, politica, politico, política, político | categoría YouTube 25",,,Boluarte; Dina Boluarte,,Congreso,corrupcion; corrupción; crisis politica; crisis política; democracia; politica; politica peruana; politico; política; política peruana; político,UgzykU9Zl4Sn0-GBYYB4AaABAg,usuario_anon_73dc276790,"El que empieza mal ,mal acaba Gorriti el mercenario de la prensa independiente",0,2026-06-26T21:12:59Z,1,YouTube,YouTube Data API v3,2026-06-27 20:12:42
